"censusdate","month","day","year","treatment","plot","stake","species","sex","hfl","wgt","tag","ltag"
1977-11-12,11,13,1977,"control",17,32,"DS","M",50,132,"4873","0"
1977-11-12,11,13,1977,"control",17,67,"RM","F",16,7,"0","0"
1977-11-12,11,13,1977,"control",17,72,"DM","F",36,39,"4879","0"
1977-11-12,11,12,1977,"control",18,43,"DM","M",36,40,"4831","0"
1977-11-12,11,12,1977,"control",18,65,"DM","M",37,44,"4900","0"
1977-11-12,11,NA,1977,"exclosure",19,NA,NA,NA,NA,NA,NA,NA
1977-11-12,11,12,1977,"control",20,43,"DM","F",35,39,"4696","0"
1977-11-12,11,12,1977,"control",20,56,"DS","M",51,115,"4896","0"
1977-11-12,11,12,1977,"control",20,57,"DM","F",36,39,"4895","0"
1977-11-12,11,NA,1977,"exclosure",21,NA,NA,NA,NA,NA,NA,NA
1977-11-12,11,12,1977,"control",22,11,"DM","F",34,45,"4899","0"
1977-11-12,11,12,1977,"control",22,62,"DM","F",36,35,"0","0"
1977-11-12,11,NA,1977,"removal",23,NA,NA,NA,NA,NA,NA,NA
1977-11-12,11,NA,1977,NA,24,NA,NA,NA,NA,NA,NA,NA
1977-12-10,12,10,1977,"control",1,24,"DM","M",NA,38,"4819","0"
1977-12-10,12,10,1977,"control",1,54,"PF","F",16,7,"0","0"
1977-12-10,12,10,1977,"control",1,72,"DO","M",33,45,"4824","0"
1977-12-10,12,10,1977,"control",1,77,"DM","F",36,38,"4823","0"
1977-12-10,12,10,1977,"control",2,13,"DM","F",37,42,"4834","0"
1977-12-10,12,10,1977,"control",2,16,"DM","M",37,52,"4826","0"
1977-12-10,12,10,1977,"control",2,22,"DM","F",37,37,"4874","0"
1977-12-10,12,10,1977,"control",2,34,"PF",NA,NA,NA,"0","0"
1977-12-10,12,10,1977,"control",2,53,"DM","M",36,47,"4840","0"
1977-12-10,12,10,1977,"control",2,71,"DM","M",35,43,"4827","0"
1977-12-10,12,11,1977,"exclosure",3,73,"PF","M",16,7,"0","0"
1977-12-10,12,11,1977,"control",4,15,"DS","M",49,134,"4864","0"
1977-12-10,12,11,1977,"control",4,21,"DS","F",51,118,"4886","0"
1977-12-10,12,11,1977,"control",4,24,"PF","M",15,6,"0","0"
1977-12-10,12,11,1977,"control",4,65,"DS","F",49,110,"4889","0"
1977-12-10,12,11,1977,"control",5,15,"DS","M",49,139,"4848","0"
1977-12-10,12,11,1977,"control",5,77,"DM","F",36,43,"4865","0"
1977-12-10,12,10,1977,"control",6,64,"DM","M",38,36,"4830","0"
1977-12-10,12,NA,1977,"removal",7,NA,NA,NA,NA,NA,NA,NA
1977-12-10,12,11,1977,"control",8,22,"DO","F",32,41,"4870","0"
1977-12-10,12,11,1977,"control",8,26,"PF","F",15,6,"0","0"
1977-12-10,12,11,1977,"control",8,32,"DS","F",NA,120,"4847","0"
1977-12-10,12,11,1977,"control",8,42,"DS","M",49,149,"4543","0"
1977-12-10,12,10,1977,"control",9,12,"DS","F",51,121,"4894","0"
1977-12-10,12,10,1977,"control",9,23,"DO","F",33,40,"4859","0"
1977-12-10,12,10,1977,"control",9,24,"PF","F",15,7,"0","0"
1977-12-10,12,10,1977,"control",9,34,"DM","M",38,44,"4893","0"
1977-12-10,12,10,1977,"control",9,75,"DS","F",51,116,"4869","0"
1977-12-10,12,10,1977,"control",9,76,"DM","M",36,42,"4892","0"
1977-12-10,12,NA,1977,"removal",10,NA,NA,NA,NA,NA,NA,NA
1977-12-10,12,11,1977,"control",11,22,"DM","M",35,37,"4883","0"
1977-12-10,12,11,1977,"control",11,24,"DS","F",49,127,"4884","0"
1977-12-10,12,11,1977,"control",11,43,"DM","F",37,38,"4882","0"
1977-12-10,12,11,1977,"control",11,45,"DS","M",52,127,"4544","0"
1977-12-10,12,11,1977,"control",11,64,"DS","M",48,138,"4861","0"
1977-12-10,12,11,1977,"control",11,76,"DS","F",51,121,"4845","0"
1977-12-10,12,11,1977,"control",12,12,"DS","F",NA,114,"0","0"
1977-12-10,12,11,1977,"control",12,54,"DM","F",38,36,"4858","0"
1977-12-10,12,11,1977,"control",12,56,"DM","M",37,41,"4838","0"
1977-12-10,12,11,1977,"control",12,64,"DS","M",49,110,"4542","0"
1977-12-10,12,10,1977,"control",13,11,"DM","F",38,48,"4871","0"
1977-12-10,12,10,1977,"control",13,15,"DM","M",36,42,"4857","0"
1977-12-10,12,10,1977,"control",13,34,"PF","F",16,7,"0","0"
1977-12-10,12,10,1977,"control",13,63,"DM","M",35,42,"4890","0"
1977-12-10,12,11,1977,"control",14,12,"DM","M",36,41,"4878","0"
1977-12-10,12,11,1977,"control",14,34,"DM","F",36,40,"4426","0"
1977-12-10,12,11,1977,"control",14,35,"DS","F",47,114,"4540","0"
1977-12-10,12,11,1977,"control",14,63,"DM","M",37,44,"4876","0"
1977-12-10,12,NA,1977,"exclosure",15,NA,NA,NA,NA,NA,NA,NA
1977-12-10,12,NA,1977,"removal",16,NA,NA,NA,NA,NA,NA,NA
1977-12-10,12,11,1977,"control",17,13,"DM","M",36,40,"4872","0"
1977-12-10,12,11,1977,"control",17,32,"DS","F",47,115,"4880","0"
1977-12-10,12,11,1977,"control",17,36,"DM","F",35,37,"4881","0"
1977-12-10,12,11,1977,"control",17,41,"DM","M",37,46,"4863","0"
1977-12-10,12,11,1977,"control",17,71,"DM","F",36,37,"4879","0"
1977-12-10,12,10,1977,"control",18,47,"DM","F",37,33,"4844","0"
1977-12-10,12,10,1977,"control",18,52,"DM","F",37,38,"4852","0"
1977-12-10,12,10,1977,"control",18,67,"DM","M",37,44,"4900","0"
1977-12-10,12,NA,1977,"exclosure",19,NA,NA,NA,NA,NA,NA,NA
1977-12-10,12,10,1977,"control",20,17,"DM","F",36,38,"4895","0"
1977-12-10,12,10,1977,"control",20,53,"DM","F",36,39,"4897","0"
1977-12-10,12,10,1977,"control",20,67,"DS","M",51,116,"4896","0"
1977-12-10,12,NA,1977,"exclosure",21,NA,NA,NA,NA,NA,NA,NA
1977-12-10,12,10,1977,"control",22,17,"DM","M",36,45,"4855","0"
1977-12-10,12,NA,1977,"removal",23,NA,NA,NA,NA,NA,NA,NA
1977-12-10,12,NA,1977,NA,24,NA,NA,NA,NA,NA,NA,NA
1978-01-08,1,9,1978,"control",1,32,"DM","M",36,40,"4819","0"
1978-01-08,1,9,1978,"control",1,36,"DM","F",38,36,"4823","0"
1978-01-08,1,9,1978,"control",1,71,"DS","F",49,135,"4381","0"
1978-01-08,1,8,1978,"control",2,17,"DM","M",35,44,"4539","0"
1978-01-08,1,8,1978,"control",2,25,"DM","M",36,38,"4826","0"
1978-01-08,1,8,1978,"control",2,46,"PE","M",26,22,"0","0"
1978-01-08,1,8,1978,"control",2,47,"DM","M",36,38,"4538","0"
1978-01-08,1,8,1978,"control",2,54,"DM","M",38,48,"4840","0"
1978-01-08,1,8,1978,"control",2,55,"DM","M",36,43,"4537","0"
1978-01-08,1,8,1978,"control",2,61,"DM","F",37,35,"4874","0"
1978-01-08,1,8,1978,"control",2,62,"DM","M",36,43,"4827","0"
1978-01-08,1,8,1978,"control",2,66,"DM","F",37,37,"4536","0"
1978-01-08,1,8,1978,"control",2,75,"PF","F",NA,7,"0","0"
1978-01-08,1,8,1978,"control",2,76,"DM","M",NA,45,"4378","0"
1978-01-08,1,8,1978,"exclosure",3,54,"PF","M",15,7,"0","0"
1978-01-08,1,9,1978,"control",4,34,"DS","M",49,132,"4864","0"
1978-01-08,1,9,1978,"control",4,52,"DS","F",50,126,"4886","0"
1978-01-08,1,10,1978,"control",5,25,"DS","M",NA,135,"4848","0"
1978-01-08,1,10,1978,"control",5,35,"DS","F",NA,122,"4832","0"
1978-01-08,1,10,1978,"control",5,55,"DM","F",NA,45,"4865","0"
1978-01-08,1,8,1978,"control",6,64,"DM","M",34,36,"4830","0"
1978-01-08,1,NA,1978,"removal",7,NA,NA,NA,NA,NA,NA,NA
1978-01-08,1,9,1978,"control",8,44,"DS","M",53,150,"4543","0"
1978-01-08,1,9,1978,"control",8,53,"DS","F",50,136,"4847","0"
1978-01-08,1,8,1978,"control",9,25,"DS","F",48,122,"4894","0"
1978-01-08,1,8,1978,"control",9,36,"PF","M",16,7,"0","0"
1978-01-08,1,8,1978,"control",9,42,"DO","F",NA,42,"4859","0"
1978-01-08,1,8,1978,"control",9,43,"DM","M",38,46,"4893","0"
1978-01-08,1,8,1978,"control",9,64,"DS","F",51,117,"4869","0"
1978-01-08,1,8,1978,"control",9,67,"DM","M",36,43,"4892","0"
1978-01-08,1,NA,1978,"removal",10,NA,NA,NA,NA,NA,NA,NA
1978-01-08,1,9,1978,"control",11,31,"DM","M",36,40,"4883","0"
1978-01-08,1,9,1978,"control",11,44,"DM","M",38,44,"4389","0"
1978-01-08,1,9,1978,"control",11,52,"DS","F",51,122,"4845","0"
1978-01-08,1,9,1978,"control",11,67,"DM","F",37,39,"4882","0"
1978-01-08,1,9,1978,"control",11,77,"DS","M",53,136,"4388","0"
1978-01-08,1,10,1978,"control",12,23,"DM","F",36,35,"4858","0"
1978-01-08,1,10,1978,"control",12,67,"DM","M",NA,41,"4833","0"
1978-01-08,1,8,1978,"control",13,13,"DM","M",36,43,"4857","0"
1978-01-08,1,8,1978,"control",13,24,"PF","F",16,8,"0","0"
1978-01-08,1,8,1978,"control",13,74,"DM","M",37,42,"4380","0"
1978-01-08,1,9,1978,"control",14,46,"DM","F",36,40,"4426","0"
1978-01-08,1,9,1978,"control",14,57,"DS","F",48,116,"4540","0"
1978-01-08,1,9,1978,"control",14,72,"DM","M",36,46,"4876","0"
1978-01-08,1,NA,1978,"exclosure",15,NA,NA,NA,NA,NA,NA,NA
1978-01-08,1,NA,1978,"removal",16,NA,NA,NA,NA,NA,NA,NA
1978-01-08,1,9,1978,"control",17,14,"DM","M",36,40,"4872","0"
1978-01-08,1,9,1978,"control",17,16,"DM","F",34,37,"4881","0"
1978-01-08,1,9,1978,"control",17,26,"DS","F",47,117,"4880","0"
1978-01-08,1,9,1978,"control",17,62,"DM","F",36,38,"4879","0"
1978-01-08,1,9,1978,"control",17,74,"DS","M",50,133,"4873","0"
1978-01-08,1,10,1978,"control",18,21,"DS","F",51,141,"4631","0"
1978-01-08,1,10,1978,"control",18,22,"DM","F",36,38,"4385","0"
1978-01-08,1,10,1978,"control",18,27,"DM","F",NA,33,"4844","0"
1978-01-08,1,10,1978,"control",18,33,"DM","M",38,51,"4384","0"
1978-01-08,1,10,1978,"control",18,37,"DM","F",34,33,"4386","0"
1978-01-08,1,10,1978,"control",18,41,"DM","M",38,47,"4863","0"
1978-01-08,1,10,1978,"control",18,44,"DM","M",36,49,"4382","0"
1978-01-08,1,10,1978,"control",18,46,"DM","M",NA,46,"4900","0"
1978-01-08,1,NA,1978,"exclosure",19,NA,NA,NA,NA,NA,NA,NA
1978-01-08,1,8,1978,"control",20,17,"DM","F",36,36,"4895","0"
1978-01-08,1,8,1978,"control",20,62,"DM",NA,NA,NA,"0","0"
1978-01-08,1,8,1978,"control",20,66,"DS","M",51,122,"4896","0"
1978-01-08,1,NA,1978,"exclosure",21,NA,NA,NA,NA,NA,NA,NA
1978-01-08,1,NA,1978,"control",22,NA,NA,NA,NA,NA,NA,NA
1978-01-08,1,NA,1978,"removal",23,NA,NA,NA,NA,NA,NA,NA
1978-01-08,1,NA,1978,NA,24,NA,NA,NA,NA,NA,NA,NA
1978-02-18,2,20,1978,"control",1,37,"DM","F",35,39,"4823","0"
1978-02-18,2,20,1978,"control",1,44,"DM","M",36,43,"4509","0"
1978-02-18,2,20,1978,"control",1,64,"DS","F",52,144,"0","0"
1978-02-18,2,18,1978,"control",2,14,"DS","M",53,157,"4633","0"
1978-02-18,2,18,1978,"control",2,25,"PF","F",16,7,"0","0"
1978-02-18,2,18,1978,"control",2,46,"DM","M",38,52,"4826","0"
1978-02-18,2,18,1978,"control",2,53,"DM","M",37,51,"4840","0"
1978-02-18,2,18,1978,"control",2,56,"DM","F",37,40,"4536","0"
1978-02-18,2,18,1978,"control",2,63,"DM","M",36,41,"4827","0"
1978-02-18,2,18,1978,"control",2,75,"PE","M",22,25,"4638","0"
1978-02-18,2,NA,1978,"exclosure",3,NA,NA,NA,NA,NA,NA,NA
1978-02-18,2,19,1978,"control",4,21,"DS","F",49,NA,"4886","0"
1978-02-18,2,19,1978,"control",4,26,"DS",NA,NA,NA,"0","0"
1978-02-18,2,19,1978,"control",4,37,"DS","F",49,124,"4889","0"
1978-02-18,2,19,1978,"control",4,54,"PF",NA,NA,NA,"0","0"
1978-02-18,2,19,1978,"control",4,61,"DM","M",35,39,"4641","0"
1978-02-18,2,19,1978,"control",5,12,"DM","F",36,39,"4690","0"
1978-02-18,2,19,1978,"control",5,36,"DS","M",49,NA,"4848","0"
1978-02-18,2,19,1978,"control",5,37,"DS","F",49,114,"4832","0"
1978-02-18,2,19,1978,"control",5,62,"DM","F",35,56,"4865","0"
1978-02-18,2,18,1978,"control",6,31,"DM","F",38,NA,"4829","0"
1978-02-18,2,NA,1978,"removal",7,NA,NA,NA,NA,NA,NA,NA
1978-02-18,2,19,1978,"control",8,52,"DS","F",49,132,"4847","0"
1978-02-18,2,19,1978,"control",8,NA,"DS","M",55,154,"4543","0"
1978-02-18,2,18,1978,"control",9,52,"DM","M",38,50,"4893","0"
1978-02-18,2,18,1978,"control",9,53,"DS","F",NA,126,"0","0"
1978-02-18,2,NA,1978,"removal",10,NA,NA,NA,NA,NA,NA,NA
1978-02-18,2,19,1978,"control",11,43,"DM","M",36,44,"4689","0"
1978-02-18,2,19,1978,"control",11,44,"DM","M",38,48,"4389","0"
1978-02-18,2,19,1978,"control",11,65,"DM",NA,NA,NA,"0","0"
1978-02-18,2,20,1978,"control",12,34,"DM","F",37,36,"4858","0"
1978-02-18,2,20,1978,"control",12,42,"DS","F",50,133,"4535","0"
1978-02-18,2,20,1978,"control",12,56,"DM","M",38,44,"4833","0"
1978-02-18,2,18,1978,"control",13,15,"DM","M",35,51,"4891","0"
1978-02-18,2,18,1978,"control",13,63,"DM","M",37,46,"4380","0"
1978-02-18,2,19,1978,"control",14,45,"DS","F",47,NA,"4540","0"
1978-02-18,2,19,1978,"control",14,46,"DM","F",39,44,"4426","0"
1978-02-18,2,20,1978,"exclosure",15,24,"DM","M",38,49,"4893","0"
1978-02-18,2,20,1978,"exclosure",15,42,"DM","M",38,50,"0","0"
1978-02-18,2,20,1978,"exclosure",15,44,"DM","F",35,40,"0","0"
1978-02-18,2,20,1978,"removal",16,NA,"DM","F",37,46,"0","0"
1978-02-18,2,20,1978,"removal",16,NA,"DM","M",35,48,"0","0"
1978-02-18,2,19,1978,"control",17,16,"DM","F",34,42,"4881","0"
1978-02-18,2,19,1978,"control",17,21,"DM","M",37,39,"4872","0"
1978-02-18,2,19,1978,"control",17,55,"DS","F",46,137,"4887","0"
1978-02-18,2,19,1978,"control",17,63,"DM",NA,NA,NA,"0","0"
1978-02-18,2,20,1978,"control",18,24,"DM","F",36,44,"4385","0"
1978-02-18,2,20,1978,"control",18,27,"DM","F",38,35,"4844","0"
1978-02-18,2,20,1978,"control",18,44,"DM","M",38,45,"4534","0"
1978-02-18,2,NA,1978,"exclosure",19,NA,NA,NA,NA,NA,NA,NA
1978-02-18,2,18,1978,"control",20,17,"DM","F",39,38,"4895","0"
1978-02-18,2,18,1978,"control",20,53,"DM","F",33,39,"4897","0"
1978-02-18,2,NA,1978,"exclosure",21,NA,NA,NA,NA,NA,NA,NA
1978-02-18,2,18,1978,"control",22,31,"DM","M",39,45,"4697","0"
1978-02-18,2,NA,1978,"removal",23,NA,NA,NA,NA,NA,NA,NA
1978-02-18,2,NA,1978,NA,24,NA,NA,NA,NA,NA,NA,NA
1978-03-11,3,13,1978,"control",1,32,"DM","F",NA,51,"-1","0"
1978-03-11,3,13,1978,"control",1,56,"DM","F",37,44,"4823","4672"
1978-03-11,3,13,1978,"control",1,65,"DS","F",NA,146,"4381","4671"
1978-03-11,3,11,1978,"control",2,11,"PF","F",15,7,"10","0"
1978-03-11,3,11,1978,"control",2,12,"PF","M",14,8,"100","0"
1978-03-11,3,11,1978,"control",2,25,"DS","M",54,153,"4633","0"
1978-03-11,3,11,1978,"control",2,35,"DM","M",37,53,"4826","0"
1978-03-11,3,11,1978,"control",2,63,"DM","M",35,43,"4827","0"
1978-03-11,3,11,1978,"control",2,75,"PE","M",20,28,"4638","0"
1978-03-11,3,11,1978,"control",2,77,"PE","F",NA,29,"4508","0"
1978-03-11,3,11,1978,"exclosure",3,75,"PF","M",15,8,"110","0"
1978-03-11,3,12,1978,"control",4,16,"DS","M",49,131,"4864","4513"
1978-03-11,3,12,1978,"control",4,32,"DM","M",35,43,"4641","0"
1978-03-11,3,12,1978,"control",4,33,"PF",NA,NA,NA,"8100","0"
1978-03-11,3,12,1978,"control",4,42,"DS","F",48,141,"4886","0"
1978-03-11,3,12,1978,"control",4,45,"DS","F",50,124,"4889","4514"
1978-03-11,3,12,1978,"control",5,11,"DS","M",52,137,"4848","4685"
1978-03-11,3,12,1978,"control",5,17,"DS","F",49,125,"4832","4684"
1978-03-11,3,12,1978,"control",5,35,"DS","F",NA,69,"4519","4520"
1978-03-11,3,12,1978,"control",5,52,"DM","F",37,45,"4865","0"
1978-03-11,3,12,1978,"control",5,55,"DM","F",36,43,"4690","0"
1978-03-11,3,12,1978,"control",5,56,"DM","M",37,49,"4521","0"
1978-03-11,3,12,1978,"control",5,61,"DM","M",35,47,"4523","4522"
1978-03-11,3,12,1978,"control",5,67,"DM","M",35,NA,"4515","4517"
1978-03-11,3,NA,1978,"control",6,NA,NA,NA,NA,NA,NA,NA
1978-03-11,3,NA,1978,"removal",7,NA,NA,NA,NA,NA,NA,NA
1978-03-11,3,13,1978,"control",8,11,"DS","M",49,152,"4543","4670"
1978-03-11,3,13,1978,"control",8,32,"DO","M",35,57,"4668","0"
1978-03-11,3,13,1978,"control",8,51,"DS","F",47,134,"4847","4667"
1978-03-11,3,11,1978,"control",9,23,"DS","F",49,128,"4526","4525"
1978-03-11,3,11,1978,"control",9,73,"DS","F",50,146,"4527","4528"
1978-03-11,3,NA,1978,"removal",10,NA,NA,NA,NA,NA,NA,NA
1978-03-11,3,12,1978,"control",11,43,"DS","M",53,138,"4388","4680"
1978-03-11,3,12,1978,"control",11,44,"DM","M",36,43,"4689","0"
1978-03-11,3,12,1978,"control",11,46,"DM","F",37,43,"4882","4681"
1978-03-11,3,12,1978,"control",11,54,"DM","M",36,46,"4382","0"
1978-03-11,3,12,1978,"control",11,73,"DS","F",NA,NA,"4845","4678"
1978-03-11,3,NA,1978,"control",12,NA,NA,NA,NA,NA,NA,NA
1978-03-11,3,11,1978,"control",13,47,"PF","F",15,8,"8000","0"
1978-03-11,3,12,1978,"control",14,24,"DS","F",NA,NA,"4540","4677"
1978-03-11,3,12,1978,"control",14,45,"DM",NA,NA,NA,"0","0"
1978-03-11,3,12,1978,"control",14,54,"DM","F",NA,NA,"4426","4675"
1978-03-11,3,13,1978,"exclosure",15,21,"DM","M",36,48,"0","0"
1978-03-11,3,13,1978,"exclosure",15,26,"DM","F",NA,44,"0","0"
1978-03-11,3,13,1978,"exclosure",15,27,"DM","M",35,45,"0","0"
1978-03-11,3,13,1978,"exclosure",15,63,"DM","M",37,48,"4378","0"
1978-03-11,3,13,1978,"exclosure",15,NA,"DM","M",36,46,"0","0"
1978-03-11,3,NA,1978,"removal",16,NA,NA,NA,NA,NA,NA,NA
1978-03-11,3,12,1978,"control",17,21,"DM","M",NA,NA,"4872","0"
1978-03-11,3,12,1978,"control",17,32,"DS","F",NA,NA,"4880","0"
1978-03-11,3,12,1978,"control",17,47,"RM",NA,NA,NA,"0","0"
1978-03-11,3,12,1978,"control",17,62,"DS","M",NA,NA,"4645","0"
1978-03-11,3,12,1978,"control",17,74,"DM","F",NA,NA,"4879","4648"
1978-03-11,3,13,1978,"control",18,12,"DM","F",37,44,"4385","0"
1978-03-11,3,13,1978,"control",18,26,"DM","M",36,49,"4534","0"
1978-03-11,3,13,1978,"control",18,41,"DM","M",37,NA,"4854","0"
1978-03-11,3,13,1978,"control",18,66,"DM","F",NA,37,"4386","0"
1978-03-11,3,NA,1978,"exclosure",19,NA,NA,NA,NA,NA,NA,NA
1978-03-11,3,11,1978,"control",20,11,"DM","M",38,45,"4529","0"
1978-03-11,3,11,1978,"control",20,64,"DM","F",35,43,"4897","0"
1978-03-11,3,11,1978,"control",20,67,"DM","F",35,42,"4895","0"
1978-03-11,3,11,1978,"control",20,77,"DS","M",49,122,"4511","0"
1978-03-11,3,12,1978,"exclosure",21,31,"PF","F",NA,NA,"-1","0"
1978-03-11,3,11,1978,"control",22,14,"DS","F",47,133,"4531","0"
1978-03-11,3,11,1978,"control",22,21,"DM","F",37,40,"4844","0"
1978-03-11,3,NA,1978,"removal",23,NA,NA,NA,NA,NA,NA,NA
1978-03-11,3,NA,1978,NA,24,NA,NA,NA,NA,NA,NA,NA
1978-04-08,4,10,1978,"control",1,13,"DS","M",55,168,"4428","4427"
1978-04-08,4,10,1978,"control",1,23,"DM","F",38,43,"4429","0"
1978-04-08,4,10,1978,"control",1,36,"DS","F",49,87,"4430","4431"
1978-04-08,4,10,1978,"control",1,56,"DS","F",48,140,"4381","0"
1978-04-08,4,10,1978,"control",1,66,"DS","M",48,89,"4432","4433"
1978-04-08,4,8,1978,"control",2,24,"DS","M",NA,NA,"4633","0"
1978-04-08,4,8,1978,"control",2,35,"DM","M",37,NA,"4663","4644"
1978-04-08,4,8,1978,"control",2,51,"DM","F",NA,NA,"4664","4662"
1978-04-08,4,8,1978,"control",2,72,"DM","M",35,NA,"4827","0"
1978-04-08,4,NA,1978,"exclosure",3,NA,NA,NA,NA,NA,NA,NA
1978-04-08,4,9,1978,"control",4,43,"DS","F",49,121,"4886","0"
1978-04-08,4,9,1978,"control",4,47,"DS","M",50,133,"4864","0"
1978-04-08,4,9,1978,"control",4,61,"DS","F",48,84,"4465","4438"
1978-04-08,4,9,1978,"control",4,62,"DM","M",34,42,"4641","0"
1978-04-08,4,9,1978,"control",4,66,"DS","F",47,118,"4889","0"
1978-04-08,4,9,1978,"control",5,17,"DS","F",50,114,"4832","0"
1978-04-08,4,9,1978,"control",5,26,"DS","F",50,76,"4415","4416"
1978-04-08,4,9,1978,"control",5,34,"DS","M",53,141,"4848","0"
1978-04-08,4,9,1978,"control",5,54,"DM","F",35,50,"4865","0"
1978-04-08,4,NA,1978,"control",6,NA,NA,NA,NA,NA,NA,NA
1978-04-08,4,NA,1978,"removal",7,NA,NA,NA,NA,NA,NA,NA
1978-04-08,4,9,1978,"control",8,25,"DS","M",52,148,"4543","4670"
1978-04-08,4,9,1978,"control",8,52,"DS","F",48,142,"4847","0"
1978-04-08,4,9,1978,"control",8,55,"DM",NA,NA,NA,"0","0"
1978-04-08,4,8,1978,"control",9,13,"DM","F",35,NA,"4454","0"
1978-04-08,4,8,1978,"control",9,26,"PF","F",NA,NA,"8100","0"
1978-04-08,4,8,1978,"control",9,31,"DS","F",49,NA,"4444","4455"
1978-04-08,4,8,1978,"control",9,52,"DM","M",34,NA,"4452","0"
1978-04-08,4,8,1978,"control",9,57,"DS","M",48,NA,"4447","4453"
1978-04-08,4,8,1978,"control",9,65,"DS","F",NA,NA,"4527","0"
1978-04-08,4,8,1978,"control",9,72,"DM","F",36,NA,"4450","0"
1978-04-08,4,NA,1978,"removal",10,NA,NA,NA,NA,NA,NA,NA
1978-04-08,4,9,1978,"control",11,15,"DS","M",52,131,"4388","4680"
1978-04-08,4,9,1978,"control",11,44,"DM","M",35,44,"4689","0"
1978-04-08,4,9,1978,"control",11,53,"DM","F",36,46,"4882","0"
1978-04-08,4,9,1978,"control",11,74,"DS","F",51,132,"4845","4678"
1978-04-08,4,9,1978,"control",11,75,"DS","F",47,75,"4421","4422"
1978-04-08,4,10,1978,"control",12,35,"DM","F",37,NA,"4858","0"
1978-04-08,4,10,1978,"control",12,41,"DS","F",NA,117,"4535","0"
1978-04-08,4,10,1978,"control",12,57,"DM","M",38,45,"4833","0"
1978-04-08,4,8,1978,"control",13,27,"DM","M",35,NA,"4891","4458"
1978-04-08,4,8,1978,"control",13,74,"DM","M",NA,NA,"4380","0"
1978-04-08,4,9,1978,"control",14,54,"DS","F",46,142,"4540","4677"
1978-04-08,4,9,1978,"control",14,77,"DM","F",NA,49,"4426","4675"
1978-04-08,4,10,1978,"exclosure",15,63,"DM","M",36,47,"0","0"
1978-04-08,4,10,1978,"removal",16,55,"DM","F",34,41,"0","0"
1978-04-08,4,9,1978,"control",17,21,"DM","M",36,42,"4872","0"
1978-04-08,4,9,1978,"control",17,37,"DM","F",34,42,"4881","0"
1978-04-08,4,9,1978,"control",17,46,"DO","F",33,55,"4423","0"
1978-04-08,4,9,1978,"control",17,51,"DS","M",50,142,"4645","0"
1978-04-08,4,9,1978,"control",17,63,"DS","F",47,142,"4880","0"
1978-04-08,4,9,1978,"control",17,71,"DM","F",35,43,"4879","0"
1978-04-08,4,10,1978,"control",18,26,"DS","F",46,84,"4464","4463"
1978-04-08,4,10,1978,"control",18,43,"DM","F",35,42,"4385","4462"
1978-04-08,4,10,1978,"control",18,56,"DM","F",33,40,"4386","0"
1978-04-08,4,10,1978,"control",18,64,"DM",NA,NA,48,"0","0"
1978-04-08,4,10,1978,"control",18,71,"DM","M",38,51,"4854","0"
1978-04-08,4,NA,1978,"exclosure",19,NA,NA,NA,NA,NA,NA,NA
1978-04-08,4,8,1978,"control",20,32,"DM","F",36,NA,"4897","0"
1978-04-08,4,8,1978,"control",20,66,"DS","M",50,NA,"4511","0"
1978-04-08,4,NA,1978,"exclosure",21,NA,NA,NA,NA,NA,NA,NA
1978-04-08,4,8,1978,"control",22,54,"DS","F",49,NA,"4657","4451"
1978-04-08,4,8,1978,"control",22,72,"DM","F",35,NA,"4417","0"
1978-04-08,4,NA,1978,"removal",23,NA,NA,NA,NA,NA,NA,NA
1978-04-08,4,NA,1978,NA,24,NA,NA,NA,NA,NA,NA,NA
1978-05-17,5,19,1978,"control",1,15,"DM","M",37,42,"4509","0"
1978-05-17,5,19,1978,"control",1,27,"DS","M",52,160,"4428","0"
1978-05-17,5,19,1978,"control",1,46,"DS","M",50,100,"4432","0"
1978-05-17,5,19,1978,"control",1,47,"DM","M",34,21,"1434","0"
1978-05-17,5,19,1978,"control",1,61,"DO","M",35,37,"1409","0"
1978-05-17,5,19,1978,"control",1,65,"DS","F",NA,131,"4381","0"
1978-05-17,5,19,1978,"control",1,66,"DS","M",48,54,"1410","1411"
1978-05-17,5,19,1978,"control",1,75,"DM","F",37,39,"4823","4672"
1978-05-17,5,19,1978,"control",2,13,"DS","M",NA,148,"4633","0"
1978-05-17,5,19,1978,"control",2,23,"DM","F",NA,41,"1407","1408"
1978-05-17,5,19,1978,"control",2,47,"DM","M",37,49,"4663","0"
1978-05-17,5,19,1978,"control",2,72,"DM","M",36,44,"4827","1406"
1978-05-17,5,19,1978,"control",2,76,"PP","F",20,13,"7010","0"
1978-05-17,5,19,1978,"control",2,77,"DS","F",47,114,"1436","1437"
1978-05-17,5,NA,1978,"exclosure",3,NA,NA,NA,NA,NA,NA,NA
1978-05-17,5,18,1978,"control",4,47,"DS","M",50,126,"4864","4513"
1978-05-17,5,18,1978,"control",4,51,"DS","F",50,120,"4886","0"
1978-05-17,5,18,1978,"control",4,71,"DS","F",48,68,"1440","1439"
1978-05-17,5,18,1978,"control",4,72,"DS","M",NA,83,"1401","0"
1978-05-17,5,18,1978,"control",4,NA,"DM","M",36,40,"4641","0"
1978-05-17,5,17,1978,"control",5,15,"DS","M",52,137,"4848","4685"
1978-05-17,5,17,1978,"control",5,17,"DS","M",48,57,"4469","4473"
